Batsman,Bowler,Runs_Scored,Balls_Faced,Player_Out,ID
Mohammad Nabi,M Markande,6,4,Mohammad Nabi,2018
Mohammad Nabi,M Prasidh Krishna,9,7,Mohammad Nabi,2021
Mohammad Nabi,Mohammed Shami,4,6,Mohammad Nabi,2019
Mohammad Nabi,Mujeeb Ur Rahman,3,1,Not Out,2019
Mohammad Nabi,Mujeeb Ur Rahman,13,5,Not Out,2019
Mohammad Nabi,Mustafizur Rahman,0,1,Mohammad Nabi,2021
Mohammad Nabi,Navdeep Saini,4,3,Mohammad Nabi,2019
Mohammad Nabi,PP Chawla,1,2,Mohammad Nabi,2021
Mohammad Nabi,R Ashwin,2,2,Not Out,2019
Mohammad Nabi,R Ashwin,3,2,Not Out,2019
Mohammad Nabi,R Tewatia,13,3,Not Out,2021
Mohammad Nabi,RD Chahar,3,5,Not Out,2019
Mohammad Nabi,SL Malinga,15,7,Not Out,2019
Mohammad Nabi,SM Curran,7,4,Not Out,2019
Mohammad Nabi,Sandeep Sharma,2,3,Mohammad Nabi,2017
Mohammad Nabi,Shakib Al Hasan,2,2,Not Out,2021
Mohammad Nabi,Shivam Mavi,5,4,Not Out,2020/21
Mohammed Shami,AD Russell,0,1,Not Out,2016
Mohammed Shami,AR Patel,1,2,Not Out,2014
Mohammed Shami,AR Patel,0,1,Mohammed Shami,2014
Mohammed Shami,Avesh Khan,12,4,Not Out,2017
Mohammed Shami,CR Woakes,0,1,Not Out,2017
Mohammed Shami,DJ Bravo,3,6,Not Out,2021
Mohammed Shami,HV Patel,8,2,Not Out,2017
Mohammed Shami,Harbhajan Singh,6,3,Mohammed Shami,2017
Mohammed Shami,JD Unadkat,2,4,Mohammed Shami,2017
Mohammed Shami,JJ Bumrah,1,1,Not Out,2020/21
Mohammed Shami,JP Faulkner,4,2,Not Out,2017
Mohammed Shami,K Rabada,0,1,Mohammed Shami,2019
Mohammed Shami,KK Ahmed,2,2,Not Out,2021
Mohammed Shami,KK Cooper,2,6,Mohammed Shami,2013
Mohammed Shami,KV Sharma,1,1,Not Out,2017
Mohammed Shami,Kuldeep Yadav,5,3,Not Out,2018
Mohammed Shami,M Prasidh Krishna,1,1,Not Out,2021
Mohammed Shami,MA Starc,1,1,Not Out,2014
Mohammed Shami,P Negi,1,3,Mohammed Shami,2017
Mohammed Shami,PJ Cummins,0,1,Not Out,2021
Mohammed Shami,R Ashwin,0,3,Mohammed Shami,2014
Mohammed Shami,RA Jadeja,1,1,Not Out,2014
Mohammed Shami,Rashid Khan,0,1,Mohammed Shami,2020/21
Mohammed Shami,S Kaul,1,1,Mohammed Shami,2021
Mohammed Shami,S Sreesanth,0,2,Not Out,2013
Mohammed Shami,SM Boland,2,3,Not Out,2016
Mohammed Shami,SM Curran,5,5,Not Out,2021
Mohammed Shami,SN Thakur,1,1,Not Out,2021
Mohammed Shami,SP Narine,2,3,Mohammed Shami,2018
Mohammed Shami,SW Tait,3,2,Not Out,2013
Mohammed Shami,Sandeep Sharma,1,1,Not Out,2017
Mohammed Shami,Sandeep Sharma,1,1,Not Out,2019
Mohammed Shami,TA Boult,1,1,Not Out,2020/21
Mohammed Shami,VR Aaron,1,3,Mohammed Shami,2017
Mohammed Siraj,A Nortje,5,4,Mohammed Siraj,2020/21
Mohammed Siraj,AD Russell,1,4,Mohammed Siraj,2021
Mohammed Siraj,Arshdeep Singh,5,7,Not Out,2022
Mohammed Siraj,B Kumar,0,1,Mohammed Siraj,2022
Mohammed Siraj,B Laughlin,5,4,Not Out,2018
Mohammed Siraj,CH Morris,1,5,Mohammed Siraj,2019
Mohammed Siraj,CJ Jordan,5,3,Not Out,2022
Mohammed Siraj,CV Varun,2,1,Not Out,2021
Mohammed Siraj,DJ Bravo,3,3,Mohammed Siraj,2018
Mohammed Siraj,DJ Bravo,10,5,Not Out,2021
Mohammed Siraj,DJ Bravo,9,6,Not Out,2022
Mohammed Siraj,JC Archer,3,5,Not Out,2018
Mohammed Siraj,JD Unadkat,6,4,Mohammed Siraj,2018
Mohammed Siraj,JO Holder,1,1,Not Out,2020/21
Mohammed Siraj,JO Holder,2,3,Not Out,2020/21
Mohammed Siraj,K Rabada,4,4,Not Out,2022
Mohammed Siraj,KR Sen,1,1,Not Out,2022
Mohammed Siraj,L Ngidi,0,3,Not Out,2018
Mohammed Siraj,M Jansen,0,1,Not Out,2021
Mohammed Siraj,M Prasidh Krishna,5,5,Not Out,2021
Mohammed Siraj,M Prasidh Krishna,4,4,Mohammed Siraj,2022
Mohammed Siraj,Mohammed Shami,0,1,Not Out,2021
Mohammed Siraj,Mustafizur Rahman,8,3,Not Out,2018
Mohammed Siraj,RA Jadeja,0,1,Not Out,2019
Mohammed Siraj,RA Jadeja,0,2,Not Out,2022
Mohammed Siraj,RD Chahar,0,2,Not Out,2022
Mohammed Siraj,Rashid Khan,0,2,Not Out,2019
Mohammed Siraj,SM Curran,1,2,Not Out,2021
Mohammed Siraj,SN Thakur,0,1,Not Out,2018
Mohammed Siraj,SN Thakur,1,7,Not Out,2021
Mohammed Siraj,Sandeep Sharma,2,3,Not Out,2019
Mohammed Siraj,T Natarajan,1,2,Not Out,2020/21
Mohammed Siraj,T Natarajan,8,4,Not Out,2020/21
Mohammed Siraj,T Natarajan,2,3,Not Out,2022
Mohammed Siraj,V Shankar,1,4,C de Grandhomme,2019
Mohsin Khan,Arshdeep Singh,7,4,Not Out,2022
Mohsin Khan,M Prasidh Krishna,1,3,Not Out,2022
Mohsin Khan,OC McCoy,7,6,Not Out,2022
Mohsin Khan,R Sai Kishore,1,3,Mohsin Khan,2022
Mohsin Khan,RD Chahar,6,2,Not Out,2022
Mohsin Khan,YS Chahal,1,1,Not Out,2022
Mujeeb Ur Rahman,Basil Thampi,0,1,Not Out,2018
Mujeeb Ur Rahman,CR Woakes,0,1,Mujeeb Ur Rahman,2018
Mujeeb Ur Rahman,DS Kulkarni,0,1,Not Out,2019
Mujeeb Ur Rahman,KK Ahmed,0,1,Mujeeb Ur Rahman,2020/21
Mujeeb Ur Rahman,Rashid Khan,8,2,Not Out,2018
Mujeeb Ur Rahman,Rashid Khan,1,2,Not Out,2020/21
Mujeeb Ur Rahman,S Kaul,2,2,Not Out,2018
Mujeeb Ur Rahman,Sandeep Sharma,0,3,Mujeeb Ur Rahman,2019
Mujeeb Ur Rahman,TA Boult,1,1,Not Out,2021
Mujeeb Ur Rahman,YS Chahal,0,1,Not Out,2018
Mukesh Choudhary,DR Sams,0,1,Not Out,2022
Mukesh Choudhary,RD Chahar,2,2,Not Out,2022
Mukesh Choudhary,Ramandeep Singh,4,3,Not Out,2022
Mustafizur Rahman,Basil Thampi,1,3,Mustafizur Rahman,2018
Mustafizur Rahman,HH Pandya,1,2,Not Out,2022
Mustafizur Rahman,Mohammed Shami,1,2,Not Out,2022
Mustafizur Rahman,NM Coulter-Nile,1,1,Not Out,2021
Mustafizur Rahman,R Tewatia,1,1,Not Out,2022
Mustafizur Rahman,SN Thakur,0,4,Not Out,2021
Mustafizur Rahman,SP Narine,0,3,Not Out,2021
Mustafizur Rahman,TA Boult,7,6,Not Out,2021
N Jagadeesan,AS Joseph,2,4,Not Out,2022
N Jagadeesan,CH Morris,0,2,Not Out,2020/21
N Jagadeesan,I Udana,2,2,Not Out,2020/21
N Jagadeesan,JJ Bumrah,0,1,N Jagadeesan,2020/21
N Jagadeesan,Mohammed Shami,6,6,Not Out,2022
N Jagadeesan,Navdeep Saini,1,3,N Jagadeesan,2020/21
N Jagadeesan,OC McCoy,0,3,N Jagadeesan,2022
N Jagadeesan,R Ashwin,1,1,Not Out,2022
N Jagadeesan,R Sai Kishore,23,12,Not Out,2022
N Jagadeesan,Rashid Khan,4,5,Not Out,2022
N Jagadeesan,S Dube,8,5,Not Out,2020/21
N Jagadeesan,Washington Sundar,3,5,Not Out,2020/21
N Jagadeesan,YS Chahal,19,13,Not Out,2020/21
N Jagadeesan,Yash Dayal,4,9,Not Out,2022
N Pooran,A Nortje,23,11,Not Out,2022
N Pooran,AD Russell,11,6,Not Out,2019
N Pooran,AD Russell,1,3,Not Out,2021
N Pooran,AD Russell,1,4,Not Out,2022
N Pooran,AJ Tye,2,3,Not Out,2022
N Pooran,AR Patel,8,3,Not Out,2020/21
N Pooran,AS Joseph,2,3,Not Out,2022
N Pooran,Abdul Samad,28,6,Not Out,2020/21
N Pooran,Abhishek Sharma,14,4,Not Out,2020/21
N Pooran,Arshdeep Singh,15,14,Not Out,2022
N Pooran,Avesh Khan,1,2,N Pooran,2021
N Pooran,Avesh Khan,7,5,N Pooran,2022
N Pooran,BA Stokes,0,2,N Pooran,2019
N Pooran,BA Stokes,1,3,N Pooran,2020/21
N Pooran,CH Morris,0,1,N Pooran,2021
N Pooran,CH Morris,5,5,Not Out,2021
N Pooran,CR Woakes,2,2,Not Out,2021
N Pooran,CV Varun,5,4,Not Out,2020/21
N Pooran,CV Varun,13,9,N Pooran,2021
N Pooran,CV Varun,8,4,N Pooran,2021
N Pooran,CV Varun,1,2,Not Out,2022
N Pooran,CV Varun,1,2,Not Out,2022
N Pooran,D Pretorius,21,13,Not Out,2022
N Pooran,DG Nalkande,6,1,Not Out,2022
N Pooran,DJ Bravo,9,4,Not Out,2019
N Pooran,DJ Bravo,12,7,Not Out,2020/21
N Pooran,DJ Bravo,5,3,Not Out,2022
N Pooran,DL Chahar,0,2,N Pooran,2021
N Pooran,DR Sams,0,3,Not Out,2021
N Pooran,DR Sams,1,1,Not Out,2022
N Pooran,HF Gurney,10,4,Not Out,2019
N Pooran,HH Pandya,3,2,Not Out,2022
N Pooran,HV Patel,1,3,Not Out,2021
N Pooran,HV Patel,7,3,Not Out,2022
N Pooran,Harbhajan Singh,7,5,Not Out,2019
N Pooran,Harpreet Brar,2,2,Not Out,2022
N Pooran,Imran Tahir,9,8,Not Out,2019
N Pooran,Imran Tahir,1,1,Not Out,2020/21
N Pooran,JC Archer,2,4,Not Out,2019
N Pooran,JC Archer,2,3,N Pooran,2019
N Pooran,JC Archer,16,5,Not Out,2020/21
N Pooran,JD Unadkat,6,5,Not Out,2019
N Pooran,JD Unadkat,3,3,Not Out,2019
N Pooran,JJ Bumrah,6,4,Not Out,2020/21
N Pooran,JJ Bumrah,0,4,N Pooran,2020/21
N Pooran,JJ Bumrah,0,4,N Pooran,2020/21
N Pooran,JJ Bumrah,1,2,N Pooran,2021
N Pooran,JJ Bumrah,6,6,Not Out,2022
N Pooran,JL Pattinson,8,6,N Pooran,2020/21
N Pooran,JO Holder,5,5,Not Out,2020/21
N Pooran,JO Holder,10,5,Not Out,2022
N Pooran,K Rabada,0,1,N Pooran,2020/21
N Pooran,K Rabada,5,4,N Pooran,2020/21
N Pooran,K Rabada,6,4,Not Out,2021
N Pooran,K Rabada,5,6,Not Out,2022
N Pooran,KA Jamieson,0,1,N Pooran,2021
N Pooran,KA Pollard,12,3,Not Out,2020/21
N Pooran,KA Pollard,1,1,Not Out,2021
N Pooran,KH Pandya,16,12,Not Out,2020/21
N Pooran,KH Pandya,9,6,Not Out,2022
N Pooran,KK Ahmed,14,5,N Pooran,2019
N Pooran,KK Ahmed,12,8,Not Out,2020/21
N Pooran,KK Ahmed,15,8,Not Out,2020/21
N Pooran,KK Ahmed,8,6,Not Out,2022
N Pooran,KL Nagarkoti,10,2,Not Out,2020/21
N Pooran,Kartik Tyagi,9,3,Not Out,2020/21
N Pooran,Kartik Tyagi,1,5,N Pooran,2021
N Pooran,Kuldeep Yadav,10,9,Not Out,2022
N Pooran,L Ngidi,0,3,Not Out,2020/21
N Pooran,LH Ferguson,2,3,Not Out,2020/21
N Pooran,LH Ferguson,12,6,Not Out,2022
N Pooran,LS Livingstone,8,4,Not Out,2022
N Pooran,LS Livingstone,2,4,Not Out,2022
N Pooran,M Markande,12,4,Not Out,2022
N Pooran,M Prasidh Krishna,1,3,Not Out,2020/21
N Pooran,M Prasidh Krishna,2,3,Not Out,2021
N Pooran,M Prasidh Krishna,0,5,Not Out,2022
N Pooran,M Theekshana,12,9,Not Out,2022
N Pooran,MJ Santner,1,1,Not Out,2022
N Pooran,MM Ali,17,9,Not Out,2019
N Pooran,MP Stoinis,11,5,Not Out,2020/21
N Pooran,MR Marsh,2,4,Not Out,2022
N Pooran,Mohammad Nabi,7,3,Not Out,2019
N Pooran,Mohammed Shami,6,3,Not Out,2022
N Pooran,Mohammed Shami,1,2,N Pooran,2022
N Pooran,Mohammed Siraj,6,5,Not Out,2022
N Pooran,Mukesh Choudhary,23,7,Not Out,2022
N Pooran,Mustafizur Rahman,15,8,Not Out,2021
N Pooran,N Rana,0,2,N Pooran,2019
N Pooran,NT Ellis,1,5,N Pooran,2022
N Pooran,Navdeep Saini,6,5,N Pooran,2019
N Pooran,Navdeep Saini,1,2,Not Out,2020/21
N Pooran,PJ Cummins,1,1,Not Out,2022
N Pooran,PP Chawla,18,7,Not Out,2019
N Pooran,PWH de Silva,5,4,N Pooran,2022
N Pooran,R Ashwin,0,3,N Pooran,2020/21
N Pooran,R Ashwin,15,11,MA Agarwal,2020/21
N Pooran,R Parag,11,4,Not Out,2021
N Pooran,R Tewatia,2,3,Not Out,2022
N Pooran,RA Jadeja,11,6,N Pooran,2019
N Pooran,RA Jadeja,11,4,Not Out,2020/21
N Pooran,RA Jadeja,7,5,Not Out,2022
N Pooran,RD Chahar,14,8,Not Out,2020/21
N Pooran,RD Chahar,12,6,Not Out,2020/21
N Pooran,RD Chahar,6,6,Not Out,2022
N Pooran,RP Meredith,15,7,N Pooran,2022
N Pooran,Ramandeep Singh,4,4,Not Out,2022
N Pooran,Rashid Khan,0,2,Not Out,2019
N Pooran,Rashid Khan,2,2,Not Out,2020/21
N Pooran,Rashid Khan,5,11,N Pooran,2020/21
N Pooran,Rashid Khan,1,1,Not Out,2021
N Pooran,Rashid Khan,5,4,Not Out,2022
N Pooran,Ravi Bishnoi,6,7,Not Out,2022
N Pooran,S Dube,0,1,N Pooran,2020/21
N Pooran,S Gopal,4,4,Not Out,2019
N Pooran,S Sandeep Warrier,6,5,Not Out,2019
N Pooran,SM Curran,10,5,Not Out,2020/21
N Pooran,SN Thakur,1,2,N Pooran,2020/21
N Pooran,SN Thakur,0,1,N Pooran,2020/21
N Pooran,SN Thakur,19,8,N Pooran,2022
N Pooran,SP Narine,3,4,Not Out,2019
N Pooran,SP Narine,0,1,N Pooran,2020/21
N Pooran,SP Narine,3,4,Not Out,2021
N Pooran,SP Narine,4,3,Not Out,2021
N Pooran,SP Narine,2,2,Not Out,2022
N Pooran,SP Narine,1,2,N Pooran,2022
N Pooran,Sandeep Sharma,2,2,Not Out,2020/21
N Pooran,Sandeep Sharma,2,2,Not Out,2020/21
N Pooran,Sandeep Sharma,7,3,N Pooran,2021
N Pooran,Shahbaz Ahmed,1,1,Not Out,2021
N Pooran,Shahbaz Ahmed,1,2,Not Out,2022
N Pooran,T Natarajan,11,12,Not Out,2020/21
N Pooran,T Natarajan,13,6,Not Out,2020/21
N Pooran,TA Boult,0,5,N Pooran,2022
N Pooran,TG Southee,1,1,Not Out,2019
N Pooran,TK Curran,9,3,Not Out,2020/21
N Pooran,TU Deshpande,14,5,Not Out,2020/21
N Pooran,UT Yadav,2,3,Not Out,2019
N Pooran,UT Yadav,5,3,Not Out,2020/21
N Pooran,VG Arora,1,2,Not Out,2022
N Pooran,VR Aaron,12,4,Not Out,2020/21
N Pooran,Washington Sundar,20,10,Not Out,2019
N Pooran,Washington Sundar,4,5,Not Out,2020/21
N Pooran,YS Chahal,7,8,Not Out,2020/21
N Pooran,YS Chahal,6,1,Not Out,2020/21
N Pooran,YS Chahal,1,3,N Pooran,2021
N Rana,A Choudhary,6,6,Not Out,2017
N Rana,A Mishra,7,5,Not Out,2017
N Rana,A Mishra,9,7,Not Out,2020/21
N Rana,A Nehra,6,4,Not Out,2017
N Rana,A Nortje,13,10,Not Out,2020/21
N Rana,A Nortje,3,4,Not Out,2020/21
N Rana,A Nortje,4,5,Not Out,2021
N Rana,A Nortje,2,3,N Rana,2021
N Rana,A Zampa,15,10,N Rana,2017
N Rana,AF Milne,3,3,Not Out,2017
N Rana,AJ Tye,8,7,N Rana,2017
N Rana,AJ Tye,2,1,Not Out,2017
N Rana,AJ Tye,2,6,Not Out,2019
N Rana,AR Patel,3,4,Not Out,2016
N Rana,AR Patel,8,7,Not Out,2017
N Rana,AR Patel,0,3,N Rana,2017
N Rana,AR Patel,1,3,Not Out,2019
N Rana,AR Patel,4,2,Not Out,2020/21
N Rana,AR Patel,6,2,N Rana,2021
N Rana,AR Patel,1,2,Not Out,2021
N Rana,AR Patel,8,3,Not Out,2021
N Rana,AR Patel,3,3,Not Out,2022
N Rana,AR Patel,3,3,Not Out,2022
N Rana,AS Joseph,1,2,Not Out,2022
N Rana,AS Rajpoot,11,8,N Rana,2017
N Rana,Akash Deep,10,5,N Rana,2022
N Rana,Ankit Soni,6,6,N Rana,2017
N Rana,Arshdeep Singh,1,2,Not Out,2020/21
N Rana,Arshdeep Singh,12,4,N Rana,2021
N Rana,Avesh Khan,5,4,N Rana,2018
N Rana,Avesh Khan,2,3,Not Out,2021
N Rana,Avesh Khan,2,3,Not Out,2021
N Rana,Avesh Khan,0,7,N Rana,2022
N Rana,Avesh Khan,20,7,Not Out,2022
N Rana,B Kumar,7,5,N Rana,2017
N Rana,B Kumar,5,2,Not Out,2018
N Rana,B Kumar,2,2,Not Out,2018
N Rana,B Kumar,5,5,Not Out,2019
N Rana,B Kumar,0,1,N Rana,2019
N Rana,B Kumar,10,6,Not Out,2020/21
N Rana,B Kumar,10,11,Not Out,2021
N Rana,B Kumar,0,1,Not Out,2022
N Rana,B Kumar,0,2,Not Out,2022
N Rana,B Laughlin,11,10,Not Out,2018
N Rana,B Stanlake,1,7,N Rana,2018
N Rana,BA Stokes,9,7,Not Out,2017
N Rana,BA Stokes,0,4,Not Out,2017
N Rana,BA Stokes,5,6,Not Out,2018
N Rana,BA Stokes,2,4,Not Out,2018
N Rana,BCJ Cutting,2,5,Not Out,2017
N Rana,BCJ Cutting,2,3,Not Out,2018
N Rana,Basil Thampi,14,9,Not Out,2017
N Rana,C Sakariya,2,7,N Rana,2021
N Rana,C Sakariya,5,3,Not Out,2022
N Rana,CH Morris,0,1,JC Buttler,2017
N Rana,CH Morris,22,11,N Rana,2018
N Rana,CH Morris,6,3,N Rana,2019
N Rana,CR Brathwaite,4,2,N Rana,2018
N Rana,CR Brathwaite,1,1,Not Out,2018
N Rana,CR Woakes,8,6,Not Out,2017
N Rana,CV Varun,0,5,N Rana,2019
N Rana,DJ Bravo,12,10,N Rana,2016
N Rana,DJ Bravo,1,1,Not Out,2020/21
N Rana,DJ Bravo,2,8,N Rana,2022
N Rana,DJ Hooda,15,8,Not Out,2017
N Rana,DL Chahar,0,4,N Rana,2019
N Rana,DL Chahar,2,2,Not Out,2020/21
N Rana,DL Chahar,15,11,Not Out,2020/21
N Rana,DL Chahar,1,6,N Rana,2021
N Rana,DL Chahar,11,9,Not Out,2021
N Rana,DR Sams,2,6,Not Out,2022
N Rana,DR Smith,15,10,Not Out,2016
N Rana,DS Kulkarni,13,4,Not Out,2016
N Rana,DT Christian,0,1,N Rana,2017
N Rana,DT Christian,1,2,Not Out,2021
N Rana,DW Steyn,18,6,Not Out,2019
N Rana,FA Allen,2,2,Not Out,2021
N Rana,GC Viljoen,16,7,Not Out,2019
N Rana,GD Phillips,11,4,N Rana,2021
N Rana,GJ Maxwell,2,2,Not Out,2017
N Rana,GJ Maxwell,0,1,N Rana,2020/21
N Rana,GJ Maxwell,13,7,Not Out,2021
N Rana,HH Pandya,5,6,N Rana,2018
N Rana,HH Pandya,10,11,KD Karthik,2018
N Rana,HH Pandya,10,11,N Rana,2018
N Rana,HH Pandya,15,4,Not Out,2019
N Rana,HV Patel,0,1,N Rana,2019
N Rana,HV Patel,19,11,N Rana,2020/21
N Rana,HV Patel,4,8,Not Out,2021
N Rana,Harbhajan Singh,8,5,Not Out,2018
N Rana,I Sharma,16,7,Not Out,2017
N Rana,I Sharma,5,5,Not Out,2017
N Rana,I Sharma,1,4,Not Out,2019
N Rana,I Sharma,4,5,Not Out,2021
N Rana,IS Sodhi,5,5,N Rana,2018
N Rana,Imran Tahir,4,3,Not Out,2017
N Rana,Imran Tahir,4,6,N Rana,2019
N Rana,J Suchith,9,8,Not Out,2022
N Rana,JC Archer,6,6,Not Out,2018
N Rana,JC Archer,2,4,N Rana,2018
N Rana,JC Archer,1,2,Not Out,2019
N Rana,JC Archer,0,1,N Rana,2020/21
N Rana,JD Unadkat,9,5,Not Out,2018
N Rana,JD Unadkat,0,1,Not Out,2020/21
N Rana,JD Unadkat,15,13,Not Out,2021
N Rana,JJ Bumrah,2,4,Not Out,2018
N Rana,JJ Bumrah,1,3,Not Out,2018
N Rana,JJ Bumrah,2,3,Not Out,2019
N Rana,JJ Bumrah,4,2,Not Out,2020/21
N Rana,JJ Bumrah,6,8,Not Out,2021
N Rana,JJ Bumrah,1,1,Not Out,2021
N Rana,JJ Bumrah,0,1,N Rana,2022
N Rana,JL Pattinson,0,1,Not Out,2020/21
N Rana,JO Holder,7,6,N Rana,2021
N Rana,JO Holder,2,2,Not Out,2022
N Rana,JO Holder,1,2,Not Out,2022
N Rana,JR Hazlewood,13,8,Not Out,2021
N Rana,K Gowtham,7,4,Not Out,2018
N Rana,K Gowtham,8,3,Not Out,2018
N Rana,K Gowtham,1,1,Not Out,2018
N Rana,K Gowtham,13,7,N Rana,2022
N Rana,K Kartikeya,17,6,Not Out,2022
N Rana,K Khejroliya,14,8,Not Out,2018
N Rana,K Rabada,1,1,Not Out,2019
N Rana,K Rabada,1,1,Not Out,2019
N Rana,K Rabada,12,13,Not Out,2020/21
N Rana,K Rabada,5,5,Not Out,2021
N Rana,K Rabada,2,3,Not Out,2021
N Rana,K Rabada,1,3,Not Out,2021
N Rana,KA Pollard,5,8,N Rana,2020/21
N Rana,KA Pollard,11,5,Not Out,2021
N Rana,KA Pollard,18,9,Not Out,2022
N Rana,KC Cariappa,13,9,Not Out,2016
N Rana,KH Pandya,7,4,Not Out,2018
N Rana,KH Pandya,5,2,Not Out,2020/21
N Rana,KH Pandya,1,3,Not Out,2020/21
N Rana,KH Pandya,4,6,Not Out,2021
N Rana,KK Ahmed,12,6,Not Out,2018
N Rana,KK Ahmed,2,3,Not Out,2019
N Rana,KK Ahmed,12,5,Not Out,2020/21
N Rana,KK Ahmed,2,2,Not Out,2022
N Rana,KMA Paul,2,2,Not Out,2019
N Rana,KR Sen,6,5,Not Out,2022
N Rana,KV Sharma,2,3,N Rana,2020/21
N Rana,KV Sharma,24,10,Not Out,2020/21
N Rana,Kuldeep Yadav,17,8,Not Out,2017
N Rana,Kuldeep Yadav,10,6,Not Out,2022
N Rana,Kuldeep Yadav,9,7,Not Out,2022
N Rana,L Ngidi,10,10,N Rana,2020/21
N Rana,LE Plunkett,2,2,Not Out,2018
N Rana,LH Ferguson,0,2,N Rana,2022
N Rana,Lalit Yadav,19,9,Not Out,2021
N Rana,Lalit Yadav,6,4,N Rana,2022
N Rana,Lalit Yadav,24,10,Not Out,2022
N Rana,M Ashwin,8,4,Not Out,2018
N Rana,M Ashwin,1,4,N Rana,2022
N Rana,M Ashwin,5,5,Not Out,2022
N Rana,M Jansen,2,2,Not Out,2021
N Rana,M Jansen,2,3,Not Out,2022
N Rana,M Jansen,7,6,Not Out,2022
N Rana,M Markande,7,7,Not Out,2018
N Rana,M Markande,10,5,Not Out,2018
N Rana,M Prasidh Krishna,4,7,Not Out,2022
N Rana,MC Henriques,0,1,N Rana,2021
N Rana,MJ McClenaghan,8,3,Not Out,2018
N Rana,MJ Santner,1,2,Not Out,2019
N Rana,MJ Santner,26,11,Not Out,2020/21
N Rana,MJ Santner,9,4,Not Out,2022
N Rana,MM Ali,7,3,Not Out,2019
N Rana,MM Patel,8,7,Not Out,2017
N Rana,MM Sharma,6,4,Not Out,2016
N Rana,MM Sharma,10,8,Not Out,2017
N Rana,MM Sharma,4,1,Not Out,2017
N Rana,MM Sharma,11,5,N Rana,2018
N Rana,MP Stoinis,2,6,N Rana,2016
N Rana,MP Stoinis,9,4,Not Out,2017
N Rana,MP Stoinis,12,4,Not Out,2019
N Rana,MP Stoinis,11,11,Not Out,2019
N Rana,MP Stoinis,26,15,N Rana,2020/21
N Rana,MP Stoinis,8,7,Not Out,2020/21
N Rana,Mandeep Singh,13,3,Not Out,2019
N Rana,Mohammad Nabi,1,7,Not Out,2017
N Rana,Mohammad Nabi,14,10,N Rana,2021
N Rana,Mohammed Shami,5,6,Not Out,2018
N Rana,Mohammed Shami,1,2,Not Out,2020/21
N Rana,Mohammed Shami,1,3,Not Out,2021
N Rana,Mohammed Shami,1,3,Not Out,2022
N Rana,Mohammed Siraj,8,4,Not Out,2017
N Rana,Mohammed Siraj,4,1,N Rana,2018
N Rana,Mohammed Siraj,15,11,Not Out,2019
N Rana,Mohammed Siraj,0,1,N Rana,2020/21
N Rana,Mohammed Siraj,5,3,Not Out,2020/21
N Rana,Mohammed Siraj,1,2,Not Out,2021
N Rana,Mohsin Khan,5,4,Not Out,2022
N Rana,Mujeeb Ur Rahman,1,3,N Rana,2018
N Rana,Mustafizur Rahman,9,7,Not Out,2017
N Rana,Mustafizur Rahman,2,4,Not Out,2021
N Rana,Mustafizur Rahman,0,2,Not Out,2022
N Rana,Mustafizur Rahman,6,6,N Rana,2022
N Rana,NM Coulter-Nile,0,1,N Rana,2020/21
N Rana,NT Ellis,9,4,Not Out,2021
N Rana,Navdeep Saini,1,3,Not Out,2019
N Rana,Navdeep Saini,19,7,Not Out,2019
N Rana,O Thomas,9,7,Not Out,2019
N Rana,P Kumar,10,12,Not Out,2017
N Rana,P Negi,1,4,N Rana,2017
N Rana,P Negi,17,10,Not Out,2019
N Rana,PJ Cummins,0,2,N Rana,2017
N Rana,PVD Chameera,0,2,Not Out,2022
N Rana,R Ashwin,2,2,Not Out,2018
N Rana,R Ashwin,32,14,Not Out,2019
N Rana,R Ashwin,13,7,Not Out,2020/21
N Rana,R Ashwin,19,8,Not Out,2020/21
N Rana,R Ashwin,8,6,Not Out,2021
N Rana,R Ashwin,2,3,Not Out,2022
N Rana,R Ashwin,23,14,Not Out,2022
N Rana,R Bhatia,6,9,Not Out,2017
N Rana,R Parag,6,4,Not Out,2019
N Rana,R Parag,10,3,Not Out,2020/21
N Rana,R Powell,9,4,Not Out,2022
N Rana,R Tewatia,1,1,Not Out,2017
N Rana,R Tewatia,7,6,Not Out,2018
N Rana,R Tewatia,5,5,N Rana,2020/21
N Rana,R Tewatia,3,3,Not Out,2021
N Rana,R Tewatia,1,1,Not Out,2021
N Rana,RA Jadeja,8,3,Not Out,2016
N Rana,RA Jadeja,13,7,Not Out,2017
N Rana,RA Jadeja,1,2,Not Out,2018
N Rana,RA Jadeja,16,10,Not Out,2019
N Rana,RA Jadeja,11,12,Not Out,2020/21
N Rana,RA Jadeja,5,5,Not Out,2021
N Rana,RD Chahar,14,8,Not Out,2020/21
N Rana,RD Chahar,11,9,N Rana,2021
N Rana,RD Chahar,0,2,N Rana,2022
N Rana,RG Sharma,2,2,Not Out,2021
N Rana,RG Sharma,4,1,Not Out,2021
N Rana,RP Meredith,1,1,Not Out,2022
N Rana,Rashid Khan,6,8,Not Out,2017
N Rana,Rashid Khan,11,5,Not Out,2018
N Rana,Rashid Khan,2,4,Not Out,2018
N Rana,Rashid Khan,16,15,N Rana,2019
N Rana,Rashid Khan,21,12,Not Out,2020/21
N Rana,Rashid Khan,6,12,Not Out,2021
N Rana,Rashid Khan,13,10,Not Out,2021
N Rana,Ravi Bishnoi,7,5,Not Out,2021
N Rana,Ravi Bishnoi,3,3,Not Out,2022
N Rana,S Aravind,1,1,Not Out,2017
